course,EX,A,B,C,D,P,F,session
RD30011-RURAL INFRASTRUCTURE DEVELOPMENT AND MANAGEMENT,3,11,9,7,10,4,0,Spring 22
CS29003-ALGORITHMS LABORATORY,13,18,19,13,18,0,0,Spring 21
CS29003-ALGORITHMS LABORATORY,0,1,1,0,0,2,0,Autumn 18
CS29003-ALGORITHMS LABORATORY,25,38,28,15,7,0,0,Spring 20
CS29003-ALGORITHMS LABORATORY,11,24,29,25,29,11,0,Autumn 20
CS29003-ALGORITHMS LABORATORY,6,2,2,0,1,0,0,Autumn 22
IM20204-OPERATIONS RESEARCH,11,55,126,60,19,8,1,Spring 21
IM20204-OPERATIONS RESEARCH,24,38,43,47,58,37,11,Spring 22
BM60023-,5,13,22,15,8,6,1,Autumn 22
BM60023-,0,0,4,9,1,0,0,Autumn 21
BM60023-,0,0,8,3,0,0,0,Autumn 20
MT30001-MATERIALS ENGINEERING,23,127,82,38,6,3,1,Autumn 22
MT30001-MATERIALS ENGINEERING,0,0,1,3,1,1,2,Autumn 19
MT30001-MATERIALS ENGINEERING,0,0,0,0,0,1,0,Autumn 18
MT30001-MATERIALS ENGINEERING,44,127,38,1,3,0,1,Autumn 21
MT30001-MATERIALS ENGINEERING,0,7,6,1,0,1,0,Autumn 20
ME21201-FLUID MECHANICS,40,134,105,28,5,4,1,Autumn 21
ME21201-FLUID MECHANICS,8,20,39,61,88,79,29,Autumn 22
ME21203-MECHANICS OF SOLIDS,9,54,90,73,24,19,0,Autumn 21
ME21203-MECHANICS OF SOLIDS,1,8,16,50,74,90,18,Autumn 22
ME21205-DYNAMICS,11,30,103,81,36,7,0,Autumn 21
ME21205-DYNAMICS,14,26,53,72,57,30,6,Autumn 22
ME29203-MECHANICS OF SOLIDS LABORATORY,16,38,68,69,38,40,0,Autumn 21
ME29203-MECHANICS OF SOLIDS LABORATORY,17,54,86,68,31,0,1,Autumn 22
ME21202-BASIC THERMODYNAMICS,9,34,60,145,53,11,3,Spring 21
ME21202-BASIC THERMODYNAMICS,29,51,93,82,42,21,2,Spring 22
ME29202-MECHATRONICS LABORATORY,23,88,62,13,4,0,0,Spring 21
ME29202-MECHATRONICS LABORATORY,21,42,75,40,8,1,1,Spring 22
ME29002-MECHANISM SESSIONAL,9,105,119,30,5,0,1,Autumn 22
ME29002-MECHANISM SESSIONAL,1,2,3,1,2,1,0,Spring 18
ME29002-MECHANISM SESSIONAL,44,105,64,8,0,0,0,Spring 20
ME30005-HEAT TRANSFER,17,51,72,60,31,21,5,Autumn 22
ME30005-HEAT TRANSFER,0,1,1,1,3,2,1,Autumn 19
ME30005-HEAT TRANSFER,33,87,70,23,6,1,1,Autumn 21
ME30602-DESIGN OF MACHINE ELEMENTS,20,39,85,66,37,19,1,Autumn 22
ME30602-DESIGN OF MACHINE ELEMENTS,0,1,1,1,1,3,0,Spring 19
ME30602-DESIGN OF MACHINE ELEMENTS,8,79,102,28,3,0,0,Spring 21
ME31201-CASTING, FORMING AND WELDING,7,29,70,82,57,20,4,Autumn 22
ME31203-KINEMATICS AND KINETICS OF MACHINES,14,33,56,66,50,48,2,Autumn 22
ME39201-CASTING, FORMING AND WELDING LAB,3,104,127,34,0,0,1,Autumn 22
BT20203-BIOCHEMISTRY,7,17,27,2,0,0,0,Autumn 21
BT20203-BIOCHEMISTRY,5,6,11,19,14,6,0,Autumn 22
BT20205-MICROBIOLOGY,1,9,27,10,3,1,0,Autumn 21
BT20205-MICROBIOLOGY,3,8,11,15,15,6,2,Autumn 22
BT20207-BIOCHEMICAL REACTION ENGINEERING AND BIOENERGETICS,5,20,13,9,3,1,0,Autumn 21
BT20207-BIOCHEMICAL REACTION ENGINEERING AND BIOENERGETICS,2,4,15,12,18,9,0,Autumn 22
BT29203-BIOCHEMISTRY LABORATORY,14,13,16,7,1,0,0,Autumn 21
BT29203-BIOCHEMISTRY LABORATORY,18,18,22,1,1,0,0,Autumn 22
BT29205-MICROBIOLOGY LABORATORY,9,22,17,3,0,0,0,Autumn 21
BT29205-MICROBIOLOGY LABORATORY,15,31,14,0,0,0,0,Autumn 22
BT29207-BIOCHEMICAL ENGGINEERING LABORATORY,7,29,13,2,0,0,0,Autumn 21
BT29207-BIOCHEMICAL ENGGINEERING LABORATORY,3,23,25,9,0,0,0,Autumn 22
BT20202-PLANT TISSUE AND CELL CULTURE,5,42,31,11,2,0,0,Spring 21
BT20202-PLANT TISSUE AND CELL CULTURE,0,0,0,0,1,0,0,Spring 20
BT20202-PLANT TISSUE AND CELL CULTURE,5,9,17,11,10,7,1,Spring 22
BT20204-CELL AND MOLECULAR BIOLOGY,4,10,25,75,16,1,0,Spring 21
BT20204-CELL AND MOLECULAR BIOLOGY,3,6,13,12,11,14,2,Spring 22
BT29202-PLANT TISSUE AND CELL CULTURE LABORATORY,1,11,27,8,3,1,0,Spring 21
BT29202-PLANT TISSUE AND CELL CULTURE LABORATORY,12,25,20,3,0,0,0,Spring 22
BT29204-CELL AND MOLECULAR BIOLOGY LABORATORY,5,20,18,6,2,0,0,Spring 21
BT29204-CELL AND MOLECULAR BIOLOGY LABORATORY,3,9,16,18,12,2,0,Spring 22
CH21202-MASS TRANSFER I,0,7,34,81,46,6,0,Spring 21
CH21202-MASS TRANSFER I,4,11,22,45,70,24,7,Spring 22
AI60003-,7,23,30,14,11,2,0,Autumn 22
AI60003-,5,11,6,3,0,0,0,Autumn 21
BT30201-BIOPROCESS TECHNOLOGY,3,7,9,18,7,7,0,Autumn 22
BT31201-GENETICS AND GENETIC ENGINEERING,5,10,8,5,8,15,0,Autumn 22
BT31201-GENETICS AND GENETIC ENGINEERING,0,0,0,1,0,0,0,Autumn 21
BT39201-ANALYTICAL BIOCHEMISTRY LABORATORY,13,20,17,1,0,0,0,Autumn 22
CH21203-CHEMICAL PROCESS CALCULATIONS,13,38,43,44,20,19,0,Autumn 22
CH21203-CHEMICAL PROCESS CALCULATIONS,7,70,21,17,7,2,0,Autumn 21
BT20201-INTRODUCTION TO BIOTECHNOLOGY,6,17,17,11,0,1,0,Autumn 21
BT20201-INTRODUCTION TO BIOTECHNOLOGY,3,9,10,16,12,9,0,Autumn 22
CH21201-CHEMICAL ENGINEERING THERMODYNAMICS,14,41,56,10,3,0,0,Autumn 21
CH21201-CHEMICAL ENGINEERING THERMODYNAMICS,3,16,38,34,12,20,4,Autumn 22
CH21205-MECHANICAL OPERATIONS,9,44,52,8,9,2,0,Autumn 21
CH21205-MECHANICAL OPERATIONS,7,21,40,30,22,8,2,Autumn 22
CH21207-FLUID MECHANICS,20,29,50,23,1,1,0,Autumn 21
CH21207-FLUID MECHANICS,6,27,50,31,8,1,0,Autumn 22
CH29201-FUEL LABORATORY,19,65,35,1,1,3,0,Autumn 21
CH29201-FUEL LABORATORY,11,88,22,4,1,0,0,Autumn 22
CH21204-HEAT TRANSFER,0,3,111,6,3,1,0,Spring 21
CH21204-HEAT TRANSFER,4,18,48,49,6,2,2,Spring 22
CH21206-REACTION ENGINEERING,11,88,21,2,1,1,0,Spring 21
CH21206-REACTION ENGINEERING,3,7,8,14,31,51,12,Spring 22
CH21208-INSTRUMENTATION AND PROCESS CONTROL,3,8,29,50,21,13,0,Spring 21
CH21208-INSTRUMENTATION AND PROCESS CONTROL,5,16,24,14,36,20,11,Spring 22
CH29202-FLUID FLOW LABORATORY AND DESIGN,2,64,52,6,0,0,0,Spring 21
CH29202-FLUID FLOW LABORATORY AND DESIGN,43,68,11,1,0,0,0,Spring 22
CH30014-CHEMICAL PROCESS TECHNOLOGY,4,14,27,23,34,16,4,Autumn 22
CH30014-CHEMICAL PROCESS TECHNOLOGY,10,50,31,14,0,0,0,Spring 21
CH30014-CHEMICAL PROCESS TECHNOLOGY,0,1,1,1,0,0,0,Spring 19
CH31010-MASS TRANSFER II,11,19,32,21,28,11,1,Autumn 22
CH31010-MASS TRANSFER II,10,49,40,6,0,0,0,Spring 21
CH31010-MASS TRANSFER II,1,1,0,1,0,0,0,Spring 19
CH31203-COMPUTER AIDED PROCESS ENGINEERING,6,19,13,31,39,13,1,Autumn 22
CH39015-MECHANICAL OPERATIONS & HEAT TRANSFER LABORATORY,12,51,30,21,7,0,1,Autumn 22
CH39015-MECHANICAL OPERATIONS & HEAT TRANSFER LABORATORY,36,56,13,0,0,0,0,Autumn 21
CH39015-MECHANICAL OPERATIONS & HEAT TRANSFER LABORATORY,1,2,0,0,0,0,0,Autumn 19
CH39020-INSTRUMENTATION AND PROCESS CONTROL LABORATORY,19,42,41,18,2,0,1,Autumn 22
CH39020-INSTRUMENTATION AND PROCESS CONTROL LABORATORY,0,39,43,17,3,3,0,Spring 21
CH39020-INSTRUMENTATION AND PROCESS CONTROL LABORATORY,1,1,1,0,0,0,0,Spring 19
CH39023-PROCESS EQUIPMENT DESIGN-I,17,60,42,3,0,1,0,Autumn 22
CH39023-PROCESS EQUIPMENT DESIGN-I,34,41,28,2,0,0,0,Autumn 21
CH39023-PROCESS EQUIPMENT DESIGN-I,1,0,2,0,0,0,0,Autumn 19
BM49002-FINANCIAL ANALYTICS,2,8,6,0,0,0,0,Spring 21
BM49002-FINANCIAL ANALYTICS,72,18,7,2,0,0,0,Spring 22
BM49002-FINANCIAL ANALYTICS,0,0,0,1,0,0,0,Spring 20
ES60011-,6,12,5,3,2,0,0,Autumn 22
ES60011-,4,3,1,0,0,0,0,Autumn 21
MA20008-STATISTICAL INFERENCE,17,23,0,0,0,0,0,Spring 21
HS21203-MICROECONOMICS I,24,23,16,2,0,0,0,Autumn 21
HS21203-MICROECONOMICS I,0,0,0,2,1,1,0,Autumn 22
HS21205-MACROECONOMICS I,5,13,44,5,0,0,0,Autumn 21
HS21205-MACROECONOMICS I,0,0,0,3,4,0,1,Autumn 22
HS29201-ECONOMIC DATA ANALYSIS LABORATORY,6,17,42,0,0,0,0,Autumn 21
HS29201-ECONOMIC DATA ANALYSIS LABORATORY,0,3,0,0,1,3,0,Autumn 22
HS30054-SOCIOLOGY OF RESOURCE MANAGEMENT,0,4,9,18,4,1,0,Autumn 21
HS30054-SOCIOLOGY OF RESOURCE MANAGEMENT,0,5,7,3,0,0,1,Spring 21
HS30054-SOCIOLOGY OF RESOURCE MANAGEMENT,2,10,29,3,2,1,0,Autumn 22
HS30054-SOCIOLOGY OF RESOURCE MANAGEMENT,5,6,25,12,1,0,0,Spring 22
HS30054-SOCIOLOGY OF RESOURCE MANAGEMENT,0,0,0,1,0,1,0,Spring 19
HS30054-SOCIOLOGY OF RESOURCE MANAGEMENT,0,0,1,0,0,0,0,Autumn 20
HS20202-ECONOMETRIC ANALYSIS I,9,44,15,0,0,0,0,Spring 21
HS20202-ECONOMETRIC ANALYSIS I,0,0,2,1,0,1,0,Spring 22
HS20204-STATISTICS FOR ECONOMICS,5,14,38,8,0,0,0,Spring 21
HS20204-STATISTICS FOR ECONOMICS,0,0,0,2,2,0,0,Spring 22
HS21202-MICROECONOMICS II,7,27,22,8,1,0,0,Spring 21
HS21202-MICROECONOMICS II,0,0,0,1,1,1,0,Spring 22
HS21204-MACROECONOMICS II,5,16,32,11,1,0,0,Spring 21
HS21204-MACROECONOMICS II,0,0,1,1,0,1,0,Spring 22
HS21206-DEVELOPMENT ECONOMICS,2,10,34,19,0,0,0,Spring 21
HS21206-DEVELOPMENT ECONOMICS,0,0,0,1,1,1,0,Spring 22
HS29202-ECONOMETRIC ANALYSIS - I LABORATORY,6,43,16,1,0,0,0,Spring 21
HS29202-ECONOMETRIC ANALYSIS - I LABORATORY,0,2,0,0,0,0,1,Spring 22
EP60005-,7,9,16,16,15,5,0,Autumn 22
EP60005-,38,8,1,0,0,0,0,Autumn 21
EP60005-,1,0,0,0,0,0,0,Autumn 20
EP60005-,0,0,0,0,0,0,1,Autumn 18
HS30201-INDIAN ECONOMY,6,21,28,11,2,1,0,Autumn 22
HS30203-FINANCIAL INSTITUTIONS AND MARKETS,2,8,33,14,7,2,1,Autumn 22
HS30207-ECONOMETRIC ANALYSIS II,5,23,19,12,6,0,0,Autumn 22
HS31201-PUBLIC FINANCE,3,11,28,21,1,0,1,Autumn 22
HS39203-ECONOMETRIC ANALYSIS II LAB,12,27,25,1,0,0,0,Autumn 22
HS60261-,6,10,36,8,4,1,0,Autumn 22
NA20203-HYDROSTATICS AND STABILITY,45,5,2,3,4,0,0,Autumn 21
NA20203-HYDROSTATICS AND STABILITY,2,7,13,9,14,11,4,Autumn 22
EG30002-ENERGY CONVERSION PROCESSES,5,11,14,5,0,2,0,Spring 21
EG30002-ENERGY CONVERSION PROCESSES,1,0,0,1,0,0,0,Autumn 21
EG30002-ENERGY CONVERSION PROCESSES,3,11,10,8,1,0,0,Spring 20
EG30002-ENERGY CONVERSION PROCESSES,4,16,22,12,4,9,8,Spring 22
EG30002-ENERGY CONVERSION PROCESSES,0,0,1,0,0,0,0,Autumn 22
NA20202-MARINE HYDRODYNAMICS,3,24,19,4,5,4,0,Spring 21
NA20202-MARINE HYDRODYNAMICS,4,11,5,11,8,21,2,Spring 22
NA20204-SHIP CONSTRUCTION AND PRODUCTION,2,16,26,8,5,2,0,Spring 21
NA20204-SHIP CONSTRUCTION AND PRODUCTION,5,9,9,11,8,18,0,Spring 22
NA29202-HYDROSTATICS LABORATORY,6,10,18,16,8,0,1,Spring 21
NA29202-HYDROSTATICS LABORATORY,3,13,19,15,6,2,2,Spring 22
NA29204-LINESPLAN LABORATORY,8,21,13,11,2,2,2,Spring 21
NA29204-LINESPLAN LABORATORY,3,20,16,11,6,2,2,Spring 22
NA21004-SHIP STRENGTH,8,7,13,14,8,7,0,Autumn 22
NA21004-SHIP STRENGTH,0,0,0,0,1,0,0,Spring 18
NA21004-SHIP STRENGTH,9,2,7,20,4,9,1,Spring 20
NA30201-PROPULSION,4,13,14,16,11,0,0,Autumn 22
NA30203-RESISTANCE,1,3,11,12,16,14,1,Autumn 22
NA31001-ELEMENTS OF OCEAN ENGINEERING,4,5,20,16,8,5,0,Autumn 22
NA31001-ELEMENTS OF OCEAN ENGINEERING,0,0,0,0,1,0,0,Autumn 19
NA31001-ELEMENTS OF OCEAN ENGINEERING,8,10,19,9,4,2,0,Autumn 21
NA31004-CAD-CAM MARINE DESIGN & PRODUCTION,1,1,8,8,8,27,5,Autumn 22
NA31004-CAD-CAM MARINE DESIGN & PRODUCTION,0,0,0,0,0,1,0,Spring 19
NA31004-CAD-CAM MARINE DESIGN & PRODUCTION,14,18,11,7,1,0,0,Spring 21
NA39011-HYDRODYNAMICS LABORATORY,11,37,9,1,0,0,0,Autumn 22
NA39011-HYDRODYNAMICS LABORATORY,0,0,1,0,0,0,0,Autumn 19
NA39011-HYDRODYNAMICS LABORATORY,11,26,15,0,0,0,0,Autumn 21
NA39201-OCEAN ENGINEERING LAB,2,18,33,4,0,0,0,Autumn 22
NA49005-MARINE STRUCTURAL LABORATORY,12,25,37,17,13,3,0,Autumn 22
NA49005-MARINE STRUCTURAL LABORATORY,0,0,1,0,0,0,0,Autumn 20
CE20201-INTRODUCTION TO CIVIL ENGINEERING AND MATERIALS,23,88,0,0,0,0,0,Autumn 21
CE20201-INTRODUCTION TO CIVIL ENGINEERING AND MATERIALS,0,1,0,0,0,0,0,Autumn 20
CE20201-INTRODUCTION TO CIVIL ENGINEERING AND MATERIALS,2,16,47,24,13,2,2,Autumn 22
CE20203-GEOMATICS,0,8,64,27,10,2,0,Autumn 21
CE20203-GEOMATICS,0,0,0,1,0,0,0,Autumn 20
CE20203-GEOMATICS,11,38,37,15,4,0,1,Autumn 22
CE21201-SOLID MECHANICS,3,69,79,25,8,4,1,Autumn 21
CE21201-SOLID MECHANICS,0,0,1,0,0,0,0,Autumn 20
CE21201-SOLID MECHANICS,9,18,26,48,45,37,5,Autumn 22
CE21203-HYDRAULICS,11,22,36,33,9,0,0,Autumn 21
CE21203-HYDRAULICS,13,16,38,33,5,0,1,Autumn 22
CE21203-HYDRAULICS,0,0,0,1,0,0,0,Autumn 20
CE29203-HYDRAULIC AND WATER RESOURCES ENGINEERING LABORATORY,14,34,58,5,0,0,0,Autumn 21
CE29203-HYDRAULIC AND WATER RESOURCES ENGINEERING LABORATORY,0,0,1,0,0,0,0,Autumn 20
CE29203-HYDRAULIC AND WATER RESOURCES ENGINEERING LABORATORY,8,48,42,5,2,1,0,Autumn 22
CE21202-STRUCTURAL ANALYSIS,8,19,36,35,5,6,1,Spring 21
CE21202-STRUCTURAL ANALYSIS,5,11,14,24,16,25,9,Spring 22
CE21202-STRUCTURAL ANALYSIS,0,0,0,1,0,0,0,Spring 20
CE21204-TRANSPORTATION ENGINEERING,6,46,47,7,4,1,0,Spring 21
CE21204-TRANSPORTATION ENGINEERING,1,20,14,21,26,16,7,Spring 22
CE21204-TRANSPORTATION ENGINEERING,0,1,0,0,0,0,0,Spring 20
CE29202-GEOMATICS PRACTICE,20,51,36,3,1,0,0,Spring 21
CE29202-GEOMATICS PRACTICE,6,29,49,16,2,0,3,Spring 22
CE29202-GEOMATICS PRACTICE,0,1,0,0,0,0,0,Spring 20
CE29204-TRANSPORTATION ENGINEERING LABORATORY,15,67,23,4,2,0,0,Spring 21
CE29204-TRANSPORTATION ENGINEERING LABORATORY,5,25,42,26,6,1,0,Spring 22
CE29204-TRANSPORTATION ENGINEERING LABORATORY,0,1,0,0,0,0,0,Spring 20
HS20002-GENERAL PSYCHOLOGY,2,66,7,1,2,2,0,Spring 21
HS20002-GENERAL PSYCHOLOGY,1,39,29,6,0,0,0,Autumn 21
HS20002-GENERAL PSYCHOLOGY,3,11,16,23,25,7,1,Spring 22
HS20002-GENERAL PSYCHOLOGY,0,14,5,4,0,0,0,Autumn 20
HS20002-GENERAL PSYCHOLOGY,0,0,0,3,0,0,0,Spring 18
HS20002-GENERAL PSYCHOLOGY,1,1,4,1,1,0,0,Spring 19
HS20002-GENERAL PSYCHOLOGY,1,0,0,0,0,0,0,Autumn 18
HS20002-GENERAL PSYCHOLOGY,0,6,2,4,0,0,0,Spring 20
HS20002-GENERAL PSYCHOLOGY,1,3,4,12,18,7,1,Autumn 22
CE30201-PAVEMENT ENGINEERING,13,19,22,22,20,13,0,Autumn 22
CE30201-PAVEMENT ENGINEERING,0,1,0,0,0,0,0,Autumn 21
CE30201-PAVEMENT ENGINEERING,0,0,0,0,0,1,0,Spring 19
CE30203-GEOTECHNICAL ENGINEERING,2,11,12,18,16,31,15,Autumn 22
CE30203-GEOTECHNICAL ENGINEERING,0,0,0,0,1,0,0,Autumn 21
CE30203-GEOTECHNICAL ENGINEERING,0,0,0,0,0,1,0,Spring 19
CE30205-WATER AND WASTEWATER ENGINEERING,14,12,36,31,14,2,0,Autumn 22
CE30205-WATER AND WASTEWATER ENGINEERING,0,1,0,0,0,0,0,Autumn 21
CE31001-DESIGN OF RC STRUCTURE,5,17,27,39,43,22,0,Autumn 22
CE31001-DESIGN OF RC STRUCTURE,0,0,0,1,3,2,1,Autumn 19
CE31001-DESIGN OF RC STRUCTURE,4,14,28,32,26,23,0,Autumn 21
CE32201-MATRIX STRUCTURAL ANALYSIS,13,43,22,15,12,1,0,Autumn 22
CE32201-MATRIX STRUCTURAL ANALYSIS,0,0,0,1,0,0,0,Autumn 21
CE39007-CONCRETE LABORATORY,24,37,36,10,1,0,0,Autumn 22
CE39007-CONCRETE LABORATORY,0,1,3,0,0,2,1,Autumn 19
CE39007-CONCRETE LABORATORY,22,38,44,16,7,0,0,Autumn 21
CE39011-W & W.W. ENGINEERING LABORATORY,0,13,70,26,0,0,0,Autumn 22
CE39011-W & W.W. ENGINEERING LABORATORY,0,0,0,1,0,2,0,Autumn 19
CE39011-W & W.W. ENGINEERING LABORATORY,6,25,34,16,5,0,0,Autumn 21
CS60012-,1,0,0,0,0,0,0,Spring 21
CS60012-,0,0,0,0,1,0,0,Autumn 22
CS60012-,3,0,2,5,1,2,0,Spring 22
CD61004-,1,2,2,1,0,1,0,Autumn 22
CD61004-,1,0,1,0,0,0,0,Autumn 20
CD61004-,0,0,1,0,0,0,0,Spring 21
CD61004-,1,2,1,3,1,2,0,Spring 20
CD61004-,1,4,2,0,0,1,0,Spring 22
MT21201-INTRODUCTION TO ENGINEERING MATERIALS,0,6,15,29,16,36,0,Autumn 22
MT21201-INTRODUCTION TO ENGINEERING MATERIALS,2,14,27,26,5,2,0,Autumn 21
CY21201-PHYSICAL CHEMISTRY I,4,16,6,1,1,0,0,Autumn 21
CY21201-PHYSICAL CHEMISTRY I,0,0,0,4,9,7,13,Autumn 22
CY21203-MOLECULAR STRUCTURE AND BONDING,5,7,10,5,0,1,0,Autumn 21
CY21203-MOLECULAR STRUCTURE AND BONDING,3,7,9,8,4,2,0,Autumn 22
CY21205-FUNDAMENTALS OF ORGANIC REACTIONS,5,8,11,3,0,1,0,Autumn 21
CY21205-FUNDAMENTALS OF ORGANIC REACTIONS,4,6,5,6,4,6,2,Autumn 22
CY29201-PHYSICAL CHEMISTRY LABORATORY I,12,13,3,0,0,0,0,Autumn 21
CY29201-PHYSICAL CHEMISTRY LABORATORY I,6,14,11,2,0,0,0,Autumn 22
CS21003-ALGORITHMS - I,10,32,24,9,0,0,0,Spring 21
CS21003-ALGORITHMS - I,7,19,35,31,26,11,0,Autumn 20
CS21003-ALGORITHMS - I,0,0,0,2,1,1,0,Autumn 18
CS21003-ALGORITHMS - I,0,0,2,2,0,0,0,Spring 19
CS21003-ALGORITHMS - I,4,1,8,2,1,0,1,Autumn 22
CS21003-ALGORITHMS - I,27,31,48,17,4,0,0,Spring 20
CY20202-PHYSICAL CHEMISTRY II,1,4,12,8,3,0,0,Spring 21
CY20202-PHYSICAL CHEMISTRY II,0,4,6,7,11,3,2,Spring 22
CY20204-CHEMISTRY OF 3D ELEMENTS,4,7,11,4,2,0,0,Spring 21
CY20204-CHEMISTRY OF 3D ELEMENTS,5,5,6,11,4,2,0,Spring 22
CY20206-REAGENTS AND REACTIVITY,3,9,4,7,4,1,0,Spring 21
CY20206-REAGENTS AND REACTIVITY,4,5,10,5,7,0,0,Spring 22
CY29202-ORGANIC CHEMISTRY LABORATORY I,2,9,7,3,7,0,0,Spring 21
CY29204-INORGANIC QUALITATIVE ANALYSIS LABORATORY,4,21,2,1,0,0,0,Spring 21
CY29204-INORGANIC QUALITATIVE ANALYSIS LABORATORY,7,13,12,1,0,0,0,Spring 22
HS30074-SCIENCE AND HUMANISM,4,8,6,13,8,0,0,Spring 21
HS30074-SCIENCE AND HUMANISM,33,41,44,25,0,0,1,Spring 22
HS30074-SCIENCE AND HUMANISM,25,26,29,29,1,0,0,Autumn 22
HS30074-SCIENCE AND HUMANISM,22,13,5,0,1,0,0,Autumn 21
HS30074-SCIENCE AND HUMANISM,0,0,0,0,1,0,0,Autumn 19
HS30074-SCIENCE AND HUMANISM,0,0,0,0,0,1,0,Spring 19
HS30074-SCIENCE AND HUMANISM,14,13,3,1,0,0,0,Spring 20
HS30074-SCIENCE AND HUMANISM,2,5,0,0,1,1,0,Autumn 20
PH21206-QUANTUM PHYSICS,8,40,19,6,5,5,2,Spring 21
PH21206-QUANTUM PHYSICS,0,0,0,0,0,1,0,Autumn 20
PH21206-QUANTUM PHYSICS,0,0,0,1,3,9,1,Spring 22
PH21206-QUANTUM PHYSICS,0,0,1,0,0,0,0,Autumn 21
CR61023-,0,1,1,0,0,0,0,Autumn 22
CY30201-CHEMISTRY OF MAIN GROUP ELEMENTS: RING, CHAINS, CLUSTERS,4,9,9,2,3,0,0,Autumn 22
CY39001-PHYSICAL CHEMISTRY LABORATORY II,6,20,2,0,0,0,0,Autumn 22
CY39001-PHYSICAL CHEMISTRY LABORATORY II,0,2,0,0,0,0,0,Autumn 19
CY39001-PHYSICAL CHEMISTRY LABORATORY II,9,12,1,2,0,0,0,Autumn 21
CY39003-ORGANIC CHEMISTRY LABORATORY II,8,12,5,3,0,0,0,Autumn 22
CY39003-ORGANIC CHEMISTRY LABORATORY II,0,0,1,1,0,0,0,Autumn 19
CY39003-ORGANIC CHEMISTRY LABORATORY II,8,8,5,3,0,0,0,Autumn 21
CY41009-INTRODUCTION TO QUANTUM CHEMISTRY & SPECTROSCOPY,4,15,18,20,11,11,3,Autumn 22
CY41009-INTRODUCTION TO QUANTUM CHEMISTRY & SPECTROSCOPY,0,0,1,0,1,0,0,Autumn 19
CY41009-INTRODUCTION TO QUANTUM CHEMISTRY & SPECTROSCOPY,0,0,0,0,1,0,0,Autumn 17
CY41009-INTRODUCTION TO QUANTUM CHEMISTRY & SPECTROSCOPY,2,37,33,5,2,0,0,Autumn 21
CY41009-INTRODUCTION TO QUANTUM CHEMISTRY & SPECTROSCOPY,0,0,2,0,0,0,0,Autumn 20
CY41201-SPECTROSCOPIC METHODS OF STRUCTURE DETERMINATION,9,27,18,14,6,5,3,Autumn 22
CY41215-INORGANIC CHEMISTRY: PRINCIPLE, STRUCTURE AND REACTIVITY,31,19,15,7,4,5,1,Autumn 22
CS60092-,3,5,13,8,4,1,0,Spring 21
CS60092-,7,16,16,4,6,0,0,Autumn 22
CS60092-,14,8,17,8,13,0,0,Spring 22
CS60092-,0,0,1,1,0,0,0,Spring 19
CS60092-,0,1,2,0,0,0,0,Autumn 20
CS60092-,0,1,0,0,0,0,0,Autumn 21
HS51604-GERMAN,3,1,3,1,0,0,0,Spring 21
HS51604-GERMAN,8,4,2,1,0,0,0,Autumn 22
HS51604-GERMAN,3,4,2,0,0,0,0,Autumn 20
CS60021-,4,3,1,1,4,0,1,Autumn 22
CS60021-,0,1,2,0,0,0,0,Autumn 20
CS60021-,1,1,1,3,1,0,0,Autumn 21
CS61063-,0,2,1,1,0,0,0,Autumn 21
CS61063-,3,7,15,3,1,0,0,Autumn 22
CS61063-,0,1,0,0,0,0,1,Autumn 20
PH29201-GENERAL PROPERTIES OF MATTER LABORATORY,18,10,3,1,3,1,0,Autumn 21
PH29201-GENERAL PROPERTIES OF MATTER LABORATORY,0,3,1,0,0,0,0,Autumn 22
PH29203-ELECTROMAGNETISM LABORATORY,13,13,4,3,1,2,0,Autumn 21
PH29203-ELECTROMAGNETISM LABORATORY,1,1,1,0,1,0,0,Autumn 22
PH20202-MATHEMATICAL METHODS I,2,19,7,4,2,2,0,Spring 21
PH20202-MATHEMATICAL METHODS I,0,0,0,1,1,2,0,Spring 22
PH21202-THERMAL PHYSICS,5,22,8,1,0,0,0,Spring 21
PH21202-THERMAL PHYSICS,0,1,4,2,0,1,4,Spring 22
PH21204-OPTICS,0,6,11,11,7,3,1,Spring 21
PH21204-OPTICS,2,1,1,2,3,2,4,Spring 22
PH29202-THERMAL PHYSICS LABORATORY,3,10,18,2,3,0,0,Spring 21
PH29202-THERMAL PHYSICS LABORATORY,0,3,1,0,0,0,0,Spring 22
PH29204-OPTICS LABORATORY,13,18,4,0,0,1,0,Spring 21
PH29204-OPTICS LABORATORY,0,2,2,0,0,0,0,Spring 22
PH30201-COMPUTATIONAL PHYSICS,9,26,28,14,9,6,2,Autumn 22
PH30207-MATHEMATICS FOR PHYSICS II,5,14,21,20,22,10,2,Autumn 22
PH31201-QUANTUM MECHANICS,4,14,22,24,25,4,4,Autumn 22
PH31205-ELECTRODYNAMICS,1,3,14,26,25,23,2,Autumn 22
PH31207-CLASSICAL MECHANICS,12,33,16,20,11,1,3,Autumn 22
PH39201-MODERN PHYSICS LAB,22,50,17,1,2,0,2,Autumn 22
PH39209-COMPUTATIONAL PHYSICS LAB,26,26,24,7,5,4,2,Autumn 22
HS31082-MONETARY ECONOMICS,31,23,1,0,0,0,0,Spring 21
HS31082-MONETARY ECONOMICS,0,0,0,0,1,0,0,Spring 19
PH21201-CLASSICAL DYNAMICS AND SPECIAL RELATIVITY,8,16,5,7,0,0,0,Autumn 21
PH21201-CLASSICAL DYNAMICS AND SPECIAL RELATIVITY,0,1,0,0,2,3,1,Autumn 22
