course,EX,A,B,C,D,P,F,session
AG31201-DESIGN OF FARM MACHINERY,0,5,17,27,15,3,0,Autumn 22
AG39003-LAND & WATER RESOURCES ENGINEERING LAB.,16,27,18,5,0,1,0,Autumn 22
AG39003-LAND & WATER RESOURCES ENGINEERING LAB.,0,1,2,2,0,1,0,Autumn 19
AG39003-LAND & WATER RESOURCES ENGINEERING LAB.,20,25,5,4,1,0,0,Autumn 21
AG39005-FOOD ENGINEERING LAB.,1,16,35,12,3,0,0,Autumn 22
AG39005-FOOD ENGINEERING LAB.,8,37,7,2,1,0,0,Autumn 21
AG39005-FOOD ENGINEERING LAB.,0,3,2,1,0,0,0,Autumn 19
AG39201-FARM MACHINERY LABORATORY,1,49,16,0,0,0,1,Autumn 22
HS30066-VISUAL COMMUNICATION,1,5,6,5,0,0,0,Autumn 22
HS30066-VISUAL COMMUNICATION,0,3,4,2,1,0,0,Spring 20
HS30066-VISUAL COMMUNICATION,0,7,10,11,0,0,1,Autumn 20
HS30066-VISUAL COMMUNICATION,0,0,0,0,1,0,0,Autumn 18
AG29202-CROP PRODUCTION TECHNOLOGY LABORATORY,2,7,49,8,1,0,1,Spring 21
AG29202-CROP PRODUCTION TECHNOLOGY LABORATORY,7,37,17,11,0,2,0,Spring 22
CS60055-,1,1,0,1,0,0,0,Autumn 22
HS30057-SOCIOLOGY OF ECONOMICS DEVELOPMENT,1,7,5,1,1,0,0,Autumn 22
HS30057-SOCIOLOGY OF ECONOMICS DEVELOPMENT,15,34,6,2,1,0,1,Autumn 21
HS30057-SOCIOLOGY OF ECONOMICS DEVELOPMENT,4,34,40,11,8,2,1,Spring 22
HS30057-SOCIOLOGY OF ECONOMICS DEVELOPMENT,0,1,0,0,1,0,0,Spring 18
HS30057-SOCIOLOGY OF ECONOMICS DEVELOPMENT,0,1,1,1,0,0,0,Autumn 20
HS30057-SOCIOLOGY OF ECONOMICS DEVELOPMENT,0,1,0,0,0,0,0,Spring 19
EP60029-,9,35,33,9,2,0,0,Autumn 22
EP60029-,2,10,2,1,0,0,0,Autumn 21
MI30204-ROCK AND TOOL INTERACTION,0,3,2,3,1,0,0,Spring 22
MI30204-ROCK AND TOOL INTERACTION,0,1,0,0,0,0,0,Spring 21
MI60238-,1,1,1,6,10,9,1,Spring 22
RT30018-RUBBER PROCESS ENGINEERING,1,0,4,8,6,17,0,Spring 22
RT30018-RUBBER PROCESS ENGINEERING,0,1,54,13,2,0,0,Spring 21
RT30018-RUBBER PROCESS ENGINEERING,0,12,8,1,0,0,0,Spring 20
RT30018-RUBBER PROCESS ENGINEERING,0,0,0,0,0,1,0,Autumn 22
EP61201-,2,3,3,2,8,5,0,Autumn 22
EP61201-,36,34,41,30,10,13,1,Spring 22
EP61201-,0,0,0,0,0,1,0,Spring 21
MT20202-MATERIALS PROCESSING,9,19,30,19,6,1,0,Spring 22
MT20202-MATERIALS PROCESSING,2,3,43,16,11,1,0,Spring 21
MT20204-COMPUTER APPLICATIONS IN METALLURGICAL PROCESSES,10,10,8,15,12,10,14,Spring 22
MT20204-COMPUTER APPLICATIONS IN METALLURGICAL PROCESSES,4,10,19,38,3,2,0,Spring 21
MT21202-DEFORMATION BEHAVIOUR OF MATERIALS,12,28,13,15,5,6,0,Spring 22
MT21202-DEFORMATION BEHAVIOUR OF MATERIALS,10,30,30,6,0,0,0,Spring 21
MT21204-TRANSPORT PHENOMENA IN METALLURGICAL PROCESSES,2,2,7,14,20,30,4,Spring 22
MT21204-TRANSPORT PHENOMENA IN METALLURGICAL PROCESSES,2,4,13,20,24,13,0,Spring 21
MT29202-MATERIALS PROCESSING LABORATORY,1,41,32,4,1,0,0,Spring 22
MT29202-MATERIALS PROCESSING LABORATORY,9,37,25,4,1,0,0,Spring 21
MT29204-COMPUTER APPLICATIONS IN METALLURGICAL PROCESSES LABORATORY,39,19,9,12,0,0,0,Spring 22
MT29204-COMPUTER APPLICATIONS IN METALLURGICAL PROCESSES LABORATORY,6,26,22,17,4,1,0,Spring 21
BT41014-METABOLIC ENGINEERING,0,0,2,5,0,0,0,Spring 21
BT41014-METABOLIC ENGINEERING,0,0,1,3,2,1,0,Spring 22
BT41014-METABOLIC ENGINEERING,0,0,0,0,0,1,0,Autumn 22
RE60024-,0,1,0,0,0,0,0,Spring 21
RE60011-,0,0,0,0,1,0,0,Autumn 22
PH41015-ELECTRONICS FOR PHYSICISTS,18,29,4,3,1,0,3,Autumn 21
PH41015-ELECTRONICS FOR PHYSICISTS,0,0,0,1,0,0,0,Autumn 17
PH41015-ELECTRONICS FOR PHYSICISTS,0,2,0,1,0,5,0,Autumn 20
PH41015-ELECTRONICS FOR PHYSICISTS,0,3,0,0,0,0,0,Autumn 22
MM61501-,0,3,2,7,1,1,0,Autumn 22
MM61501-,0,2,1,1,0,1,0,Autumn 20
MM61501-,0,7,2,0,2,0,0,Autumn 21
PH40008-PHYSICS OF RADIATION GENERATORS,3,9,5,9,5,2,1,Spring 22
PH40008-PHYSICS OF RADIATION GENERATORS,1,4,0,0,0,0,0,Spring 21
PH40008-PHYSICS OF RADIATION GENERATORS,2,2,0,0,0,0,0,Spring 20
PH52002-ATOMIC AND MOLECULAR PHYSICS,12,17,17,12,13,15,0,Spring 22
PH52002-ATOMIC AND MOLECULAR PHYSICS,0,0,0,1,1,1,0,Spring 20
PH52002-ATOMIC AND MOLECULAR PHYSICS,0,0,1,0,0,0,0,Spring 21
PH52005-ORDER & CHAOS,5,9,18,9,6,4,0,Spring 22
PH52005-ORDER & CHAOS,0,0,0,0,0,1,0,Spring 21
EP60025-,16,26,3,1,0,0,0,Autumn 21
EP60025-,6,14,15,16,11,3,0,Autumn 22
EP60025-,0,0,1,0,0,0,0,Spring 20
EP60025-,0,1,0,0,0,0,0,Autumn 19
PH57004-PROJECT PART II,10,26,10,5,0,0,0,Spring 22
PH57004-PROJECT PART II,0,0,0,0,0,0,1,Spring 21
PH58050-COMPREHENSIVE VIVA I,3,16,23,5,4,0,0,Spring 22
PH58050-COMPREHENSIVE VIVA I,0,0,0,1,0,0,0,Spring 21
PH59008-MODERN PHYSICS LAB.,3,29,37,13,3,1,0,Spring 22
PH59008-MODERN PHYSICS LAB.,0,0,0,2,0,1,0,Spring 20
PH59008-MODERN PHYSICS LAB.,0,1,0,0,0,0,0,Spring 21
PH59010-CONDENSED MATTER PHYSICS LAB-II,38,13,0,0,0,0,0,Spring 22
PH59010-CONDENSED MATTER PHYSICS LAB-II,1,0,0,0,0,0,0,Spring 21
PH61014-,1,2,5,4,5,2,0,Spring 22
PH61014-,0,0,0,0,0,1,0,Autumn 21
CY32204-CHEMICAL APPLICATIONS OF GROUP THEORY AND COMPUTERS,5,26,31,12,6,0,0,Spring 22
EP60006-,3,7,2,1,0,0,0,Spring 21
EP60006-,14,31,15,1,0,0,0,Spring 22
EP60006-,0,1,1,0,0,0,0,Spring 20
CY40206-BIOINORGANIC CHEMISTRY,3,18,18,8,5,1,0,Spring 22
CY40210-ORGANOMETALLICS,1,9,17,12,5,8,1,Spring 22
RT30019-SCI AND TECH. RUBBER & RUBBER LIKE MATERIALS,1,0,3,9,10,17,4,Autumn 22
RT30019-SCI AND TECH. RUBBER & RUBBER LIKE MATERIALS,3,14,28,8,2,0,1,Autumn 21
RT30019-SCI AND TECH. RUBBER & RUBBER LIKE MATERIALS,0,1,0,0,0,1,0,Spring 21
RT30019-SCI AND TECH. RUBBER & RUBBER LIKE MATERIALS,0,0,0,0,0,1,0,Autumn 20
RT30019-SCI AND TECH. RUBBER & RUBBER LIKE MATERIALS,0,0,0,1,0,0,0,Autumn 18
CY41212-MOLECULAR THERMODYNAMICS AND MOLECULAR REACTION DYNAMICS,0,3,5,19,20,23,10,Spring 22
CY41214-STRUCTURE & FUNCTION OF BIOMOLECULES,8,23,23,12,10,5,0,Spring 22
RX60019-,1,3,4,14,0,0,0,Spring 21
RX60019-,0,0,1,6,1,0,0,Autumn 20
RX60019-,0,0,2,3,0,1,0,Autumn 21
RX60019-,0,1,0,1,2,1,0,Spring 20
RX60019-,0,4,23,16,1,1,1,Autumn 22
RX60019-,0,0,1,0,0,0,0,Autumn 19
CY49202-ADVANCED PHYSICAL CHEMISTRY LABORATORY,0,6,33,14,0,0,0,Spring 22
CY49204-BIOCHEMICAL TECHNIQUES LABORATORY,8,36,9,0,0,0,0,Spring 22
MA40206-NUMERICAL ANALYSIS,1,0,5,11,7,11,2,Spring 22
MA41022-PARTIAL DIFFERENTIAL EQUATIONS,0,3,9,8,11,10,1,Spring 22
MA41022-PARTIAL DIFFERENTIAL EQUATIONS,0,4,11,15,10,0,0,Spring 21
MA41201-ABSTRACT ALGEBRA,2,3,8,5,9,11,0,Spring 22
MA41204-COMPLEX ANALYSIS,1,6,12,10,7,1,0,Spring 22
ES60008-,0,3,0,1,0,0,0,Spring 21
ES60008-,0,0,1,0,0,0,0,Autumn 22
MM40005-MICROBIAL GENETICS AND GENETIC ENGINEERING,3,1,1,0,1,0,0,Autumn 22
MM40005-MICROBIAL GENETICS AND GENETIC ENGINEERING,0,0,0,0,0,0,2,Autumn 20
MM40005-MICROBIAL GENETICS AND GENETIC ENGINEERING,2,1,0,0,0,0,0,Autumn 21
MM61317-,3,0,0,0,0,0,0,Autumn 22
MA49204-NUMERICAL ANALYSIS LAB,4,14,9,3,5,2,0,Spring 22
MA51002-MEASURE THEORY AND INTEGRATION,17,22,28,26,28,27,0,Spring 22
MA51002-MEASURE THEORY AND INTEGRATION,0,0,0,0,1,1,1,Spring 19
MA51002-MEASURE THEORY AND INTEGRATION,1,8,25,26,3,0,0,Spring 21
MA10002-MATHEMATICS-II,570,366,202,181,118,98,2,Spring 19
MA10002-MATHEMATICS-II,3,5,8,6,10,34,5,Spring 17
MA10002-MATHEMATICS-II,3,6,12,5,6,5,1,Spring 18
AG31001-AGRICULTURAL MACHINERY,7,37,8,2,0,1,0,Autumn 21
AG31001-AGRICULTURAL MACHINERY,0,0,3,1,2,0,0,Autumn 19
AG31004-IRRIGATION & DRAINAGE ENGINEERING,0,24,25,4,2,0,0,Spring 21
AG31004-IRRIGATION & DRAINAGE ENGINEERING,0,0,2,1,1,2,0,Spring 19
AG31004-IRRIGATION & DRAINAGE ENGINEERING,2,5,19,18,15,7,1,Spring 22
AG40018-INDUSTRIAL PROCESSING OF FOODS AND BEVERAGES,0,2,7,5,5,3,0,Spring 22
AG40018-INDUSTRIAL PROCESSING OF FOODS AND BEVERAGES,0,0,1,0,0,0,0,Spring 20
AG48002-COMPREHENSIVE VIVA VOCE,0,6,7,12,0,0,0,Spring 22
AG48002-COMPREHENSIVE VIVA VOCE,0,0,0,1,2,0,0,Spring 20
CS61064-,1,7,21,5,9,2,0,Spring 21
CS61064-,1,3,0,0,0,0,0,Spring 20
CS61064-,1,0,0,3,1,0,0,Spring 22
EP60022-,30,64,23,7,2,1,0,Spring 22
EP60022-,0,0,0,1,0,0,0,Autumn 19
EP60022-,4,1,1,0,0,0,0,Autumn 21
EP60022-,1,0,0,0,0,0,0,Autumn 20
EP60042-,24,64,39,17,2,0,0,Spring 22
EP60042-,7,6,2,0,0,0,0,Spring 21
EP60042-,0,1,0,0,0,0,0,Spring 20
EP60042-,0,0,0,0,0,0,1,Autumn 21
HS60084-,5,30,28,10,3,0,0,Spring 22
HS60084-,1,3,7,2,1,0,0,Autumn 22
HS60084-,1,1,3,0,2,0,0,Spring 20
HS60084-,4,15,9,6,3,0,0,Autumn 21
HS60084-,0,0,0,0,1,0,0,Autumn 20
HS60084-,0,1,0,0,0,0,0,Spring 21
MA39110-NUMERICAL TECHNIQUES LABORATORY,0,1,1,1,0,0,0,Spring 22
MA39110-NUMERICAL TECHNIQUES LABORATORY,0,0,1,0,0,2,1,Spring 19
MA39110-NUMERICAL TECHNIQUES LABORATORY,3,10,23,18,6,3,0,Spring 21
RX60012-,0,4,10,14,3,1,0,Autumn 22
RX60012-,1,2,2,1,1,2,0,Autumn 21
RX60012-,0,2,1,3,1,0,0,Spring 19
RX60012-,0,0,8,3,0,0,0,Spring 20
RX60012-,0,0,2,14,0,0,0,Autumn 20
RX60012-,0,0,0,1,0,0,0,Autumn 18
RX60012-,0,0,0,2,2,3,0,Spring 22
AR52006-BARRIER FREE ENVIRONMENT,0,0,0,2,0,0,1,Autumn 21
AR52006-BARRIER FREE ENVIRONMENT,0,1,0,0,0,0,0,Autumn 20
AR52006-BARRIER FREE ENVIRONMENT,4,15,5,0,0,0,0,Autumn 22
EE30012-ELECTROMAGNETIC THEORY & APPL,1,5,10,13,5,2,1,Spring 22
EE30012-ELECTROMAGNETIC THEORY & APPL,0,3,5,11,20,2,0,Spring 21
EE30012-ELECTROMAGNETIC THEORY & APPL,0,0,0,0,0,1,0,Spring 19
HS30048-GERMAN,33,33,42,20,20,13,0,Spring 22
HS30048-GERMAN,0,0,0,0,0,1,0,Spring 18
HS30048-GERMAN,28,20,3,3,0,0,0,Spring 20
HS30048-GERMAN,1,6,0,1,0,0,0,Spring 19
CS19101-PROGRAMMING AND DATA STRUCTURES TUTORIAL AND LABORATORY,169,185,188,138,69,25,0,Spring 19
CS19101-PROGRAMMING AND DATA STRUCTURES TUTORIAL AND LABORATORY,152,157,188,136,93,36,4,Autumn 19
CS19101-PROGRAMMING AND DATA STRUCTURES TUTORIAL AND LABORATORY,5,4,8,8,11,3,2,Spring 17
CS19101-PROGRAMMING AND DATA STRUCTURES TUTORIAL AND LABORATORY,1,4,8,5,8,3,2,Autumn 17
CS19101-PROGRAMMING AND DATA STRUCTURES TUTORIAL AND LABORATORY,4,5,6,4,3,1,0,Spring 18
CS19101-PROGRAMMING AND DATA STRUCTURES TUTORIAL AND LABORATORY,1,2,7,3,1,0,1,Autumn 18
CS66010-,8,8,4,0,0,0,0,Autumn 21
AG60008-,3,2,3,4,4,2,1,Spring 22
AG60008-,0,1,1,0,2,0,0,Spring 20
AG60164-,0,0,0,0,1,1,0,Spring 22
AG60164-,0,0,0,0,1,0,0,Autumn 21
AG69014-,5,13,5,4,0,1,0,Spring 22
AG69014-,0,1,1,1,0,0,0,Spring 20
BM40004-INTRODUCTION TO HUMAN BEHAVIOUR IN ORGANISATION,0,2,1,5,5,1,0,Spring 21
BM40004-INTRODUCTION TO HUMAN BEHAVIOUR IN ORGANISATION,3,3,9,8,16,25,7,Spring 22
BM40004-INTRODUCTION TO HUMAN BEHAVIOUR IN ORGANISATION,2,2,10,14,19,22,2,Autumn 22
BM40004-INTRODUCTION TO HUMAN BEHAVIOUR IN ORGANISATION,0,0,0,1,3,0,0,Spring 19
BM40004-INTRODUCTION TO HUMAN BEHAVIOUR IN ORGANISATION,0,0,1,0,1,0,0,Autumn 20
BM40004-INTRODUCTION TO HUMAN BEHAVIOUR IN ORGANISATION,1,3,3,13,14,2,0,Autumn 21
BM40004-INTRODUCTION TO HUMAN BEHAVIOUR IN ORGANISATION,2,10,8,10,5,0,0,Spring 20
EP60010-,7,11,29,40,39,31,1,Spring 22
EP60010-,2,16,4,4,0,2,0,Spring 21
EP60010-,2,3,1,1,1,0,0,Spring 20
EP60010-,0,0,0,0,1,0,1,Spring 19
EP60010-,1,0,0,0,0,0,0,Autumn 19
EP60010-,0,0,0,0,0,0,1,Autumn 21
ES60006-,1,2,6,8,2,0,0,Spring 22
ES60006-,0,0,0,0,0,1,0,Autumn 22
ES60006-,0,0,1,0,0,0,0,Spring 21
AR52001-CONSTRUCTION PROJECT MANAGEMENT,0,1,1,1,1,0,0,Autumn 21
AR52001-CONSTRUCTION PROJECT MANAGEMENT,0,0,0,0,0,1,0,Autumn 22
CE61003-,0,1,0,0,0,0,0,Autumn 23
BM40002-INTRODUCTION TO FINANCIAL MANAGEMENT,4,18,9,0,1,0,0,Spring 21
BM40002-INTRODUCTION TO FINANCIAL MANAGEMENT,10,33,34,13,0,1,1,Spring 20
BM40002-INTRODUCTION TO FINANCIAL MANAGEMENT,26,40,60,52,21,16,3,Spring 22
BM40002-INTRODUCTION TO FINANCIAL MANAGEMENT,0,0,0,0,1,0,0,Autumn 21
BM40002-INTRODUCTION TO FINANCIAL MANAGEMENT,0,0,0,1,0,0,1,Autumn 20
CS60065-,6,4,8,5,3,3,0,Autumn 22
CS60065-,0,0,2,1,0,0,0,Autumn 21
HS30036-INTERCULTURAL COMMUNICATION,1,9,2,0,0,0,0,Autumn 22
HS30036-INTERCULTURAL COMMUNICATION,2,7,3,0,0,0,0,Autumn 20
HS30036-INTERCULTURAL COMMUNICATION,0,0,1,1,0,0,0,Autumn 19
MA20103-PARTIAL DIFFERENTIAL EQUATIONS,2,21,29,8,1,3,0,Autumn 21
MA20103-PARTIAL DIFFERENTIAL EQUATIONS,128,202,86,22,5,4,1,Autumn 20
MA20103-PARTIAL DIFFERENTIAL EQUATIONS,0,1,3,2,3,8,2,Autumn 18
MA20103-PARTIAL DIFFERENTIAL EQUATIONS,0,0,0,0,0,1,1,Autumn 19
MA41017-STOCHASTIC PROCESSES,36,33,31,32,8,15,1,Spring 22
MA41017-STOCHASTIC PROCESSES,0,0,0,0,1,0,2,Spring 20
HS30034-MANAGERIAL ECONOMICS,3,7,4,1,0,0,1,Autumn 22
HS30034-MANAGERIAL ECONOMICS,0,1,0,0,0,0,0,Autumn 21
EP60201-,2,13,6,1,0,0,0,Autumn 22
CY61039-,0,0,0,1,0,0,0,Autumn 22
CY61039-,0,0,0,1,0,0,0,Spring 21
MA40205-THEORY OF ORDINARY DIFFERENTIAL EQUATIONS,7,16,11,5,0,1,0,Autumn 22
CS60029-,2,0,1,1,0,0,0,Autumn 22
CS60029-,2,1,0,0,1,1,0,Autumn 21
MA51108-ADVANCED COMPLEX ANALYSIS,0,1,0,0,0,0,0,Spring 21
MA51108-ADVANCED COMPLEX ANALYSIS,0,0,0,0,0,0,1,Autumn 21
HS30051-INTRODUCTION TO CULTURAL STUDIES,4,14,31,23,3,1,0,Spring 22
HS30051-INTRODUCTION TO CULTURAL STUDIES,2,7,6,3,1,0,0,Spring 20
HS30051-INTRODUCTION TO CULTURAL STUDIES,0,0,0,1,0,0,0,Autumn 22
CY58003-SEMINAR,29,16,7,1,1,0,0,Autumn 22
CY58003-SEMINAR,0,1,0,0,0,0,0,Autumn 21
CY60023-,6,19,12,5,0,0,0,Autumn 22
CY57006-PROJECT & VIVA,23,17,12,1,0,0,1,Spring 22
CY57006-PROJECT & VIVA,0,1,1,1,0,0,0,Spring 21
CY58006-COMPREHENSIVE VIVA VOCE,2,11,21,12,7,0,1,Spring 22
CY58006-COMPREHENSIVE VIVA VOCE,0,0,0,0,1,2,0,Spring 21
CY61016-,7,16,12,2,0,1,1,Spring 22
CY61016-,0,0,0,0,1,0,0,Spring 21
CY61042-,4,5,1,6,6,2,1,Spring 22
CY61042-,0,0,0,0,0,1,0,Spring 21
ES61207-,1,0,0,0,0,1,0,Autumn 22
NT70002-,1,3,1,2,2,1,0,Spring 21
NT70002-,0,0,0,1,1,0,0,Autumn 20
NT70002-,0,0,2,0,2,0,0,Spring 20
NT70002-,0,4,9,19,16,4,0,Spring 22
HS30096-MARKET MICRO STRUCTURE,4,5,31,4,0,0,0,Spring 21
HS30096-MARKET MICRO STRUCTURE,0,0,0,1,0,0,0,Spring 19
HS30096-MARKET MICRO STRUCTURE,0,3,1,1,0,0,0,Spring 20
IE30006-DATA COMMUNICATION,2,10,30,12,7,0,0,Spring 21
IE30006-DATA COMMUNICATION,0,0,0,0,1,0,0,Spring 19
CS30202-DATABASE MANAGEMENT SYSTEMS,42,56,72,33,22,2,0,Spring 22
CS30202-DATABASE MANAGEMENT SYSTEMS,0,0,0,0,1,0,0,Spring 21
CS60047-,3,1,1,1,0,0,1,Autumn 22
MA41108-STATISTICAL INFERENCE,2,2,0,0,0,0,1,Spring 21
MA41108-STATISTICAL INFERENCE,1,1,1,0,0,1,0,Spring 22
MI60227-,0,1,0,0,0,0,0,Autumn 22
EX28202-FIELD WORK,5,6,6,1,2,0,0,Spring 21
EX28202-FIELD WORK,0,2,0,0,0,0,0,Spring 22
GG20204-PALEONTOLOGY AND  STRATIGRAPHY,1,4,10,6,0,0,0,Spring 21
GG20204-PALEONTOLOGY AND  STRATIGRAPHY,0,0,0,1,1,0,0,Spring 22
GG20206-PETROLOGY,0,1,1,8,7,3,0,Spring 21
GG20206-PETROLOGY,0,0,0,0,2,0,0,Spring 22
CS60077-,5,4,6,0,1,0,0,Autumn 22
GG21211-GEOPHYSICAL FIELD THEORY,2,2,3,4,4,5,0,Autumn 22
GG30203-ELECTRICAL METHODS OF PROSPECTING,1,1,2,3,2,6,5,Autumn 22
GG31201-SEISMOLOGY,0,0,0,0,2,9,9,Autumn 22
GG39209-ELECTRICAL METHODS LAB.,0,2,8,6,4,0,0,Autumn 22
RX60021-,2,0,10,15,7,3,2,Autumn 22
RX60021-,0,0,0,3,0,0,0,Autumn 21
RX60021-,0,0,2,3,0,0,0,Spring 21
RX60021-,0,0,0,1,0,0,0,Spring 20
GG29005-INTRODUCTION TO EARTH SCIENCE LAB.,1,3,6,6,3,1,0,Autumn 22
GG29005-INTRODUCTION TO EARTH SCIENCE LAB.,0,2,3,0,1,0,0,Autumn 18
GG29005-INTRODUCTION TO EARTH SCIENCE LAB.,0,7,20,22,8,0,1,Autumn 20
GG31003-MINERAL RESOURCES,2,3,4,1,7,3,0,Autumn 22
GG20214-MINERALOGICAL THERMODYNAMIC,2,1,6,3,6,13,4,Spring 22
EP60007-,12,22,15,6,6,0,1,Autumn 22
EP60007-,1,1,2,0,0,0,1,Autumn 21
GG29206-OPTICAL MINERALOGY LAB,14,11,7,3,0,0,0,Spring 22
GG40245-GEOMORPHOLOGY,7,19,17,31,16,4,0,Spring 22
GG40245-GEOMORPHOLOGY,0,0,0,0,0,2,0,Spring 21
SE60002-,4,22,13,10,4,3,1,Autumn 22
SE60002-,2,27,21,4,2,1,0,Spring 21
SE60002-,0,0,2,1,0,0,0,Spring 20
SE60002-,0,0,0,0,1,0,0,Autumn 21
HS69013-,0,0,1,1,0,0,0,Autumn 21
HS69013-,0,1,0,0,0,0,0,Autumn 22
MA51109-COMPUTATIONAL STATISTICS,0,6,11,14,17,6,0,Autumn 22
MA51109-COMPUTATIONAL STATISTICS,0,0,1,0,0,0,0,Autumn 20
CY60003-,12,14,19,5,1,0,0,Autumn 22
CY60003-,0,0,0,0,1,0,0,Autumn 21
CR61021-,0,0,2,0,0,0,0,Autumn 22
CR61021-,0,0,1,0,0,0,0,Autumn 21
CS60017-,0,0,10,3,0,0,0,Autumn 21
CS60017-,0,2,4,5,1,0,0,Autumn 20
EE21205-ANALOG ELECTRONIC CIRCUITS,0,0,0,0,0,0,1,Autumn 21
EE21205-ANALOG ELECTRONIC CIRCUITS,5,19,37,30,39,29,8,Autumn 22
RE30003-INTRODUCTION TO QUALITY,6,32,43,19,12,0,0,Spring 22
RE30003-INTRODUCTION TO QUALITY,0,2,0,0,0,0,0,Autumn 22
MA61061-,1,1,0,2,0,1,0,Autumn 22
MA61061-,0,0,0,0,0,0,1,Spring 20
MA61061-,1,0,2,0,0,0,0,Autumn 21
PH41011-QUANTUM MECHANICS I,2,21,20,2,4,4,3,Autumn 21
PH41011-QUANTUM MECHANICS I,0,0,0,1,0,0,0,Autumn 17
PH41011-QUANTUM MECHANICS I,1,1,0,0,0,1,0,Autumn 20
PH58045-SEMINAR,23,28,0,0,0,0,0,Autumn 22
PH58045-SEMINAR,0,0,1,1,0,0,0,Autumn 21
PH60114-,0,2,2,3,2,0,0,Spring 22
PH60307-,3,5,4,8,6,4,0,Spring 22
CY41011-PRINCIPLES OF ORGANIC SYNTHESIS,6,21,16,21,13,0,1,Autumn 22
CY41011-PRINCIPLES OF ORGANIC SYNTHESIS,0,0,0,0,2,2,0,Autumn 20
CY41011-PRINCIPLES OF ORGANIC SYNTHESIS,5,8,20,19,1,2,0,Autumn 21
CY41011-PRINCIPLES OF ORGANIC SYNTHESIS,0,0,0,0,0,1,0,Autumn 17
EP61205-,0,0,4,0,0,0,0,Autumn 22
CY49201-ADVANCED ORGANIC CHEMISTRY LABORATORY,10,14,26,3,0,0,1,Autumn 22
CH62009-,0,2,2,7,6,0,0,Autumn 22
CH62009-,0,1,0,0,1,0,0,Autumn 20
CL60019-,0,2,0,3,1,4,0,Autumn 22
CL60019-,0,2,0,0,0,0,0,Autumn 20
CL60019-,0,0,1,0,1,0,0,Autumn 21
PH60308-,1,2,4,5,5,3,2,Autumn 22
PH60308-,0,0,1,0,1,1,0,Spring 20
PH60308-,0,0,0,1,0,0,0,Spring 21
HS40085-LABOUR ECONOMICS,1,9,18,10,0,0,0,Spring 21
HS40085-LABOUR ECONOMICS,0,2,2,1,0,1,0,Spring 20
MA41209-LINEAR ALGEBRA,2,10,13,9,3,0,0,Autumn 22
MA41209-LINEAR ALGEBRA,0,0,0,0,0,0,1,Autumn 19
CL60004-,0,0,0,1,0,0,0,Spring 21
CL60004-,0,0,0,0,1,0,0,Autumn 21
KS20203-PANINIAN GRAMMAR FROM COMPUTATIONAL PERSPECTIVE,10,33,12,12,1,1,0,Autumn 22
KS20203-PANINIAN GRAMMAR FROM COMPUTATIONAL PERSPECTIVE,0,0,0,1,0,1,0,Autumn 21
KS20203-PANINIAN GRAMMAR FROM COMPUTATIONAL PERSPECTIVE,0,0,0,0,1,1,0,Spring 21
KS20203-PANINIAN GRAMMAR FROM COMPUTATIONAL PERSPECTIVE,11,32,23,18,7,1,1,Spring 22
BT31006-BIOINFORMATICS,6,18,14,6,9,3,2,Spring 21
BT31006-BIOINFORMATICS,2,13,12,12,10,2,0,Spring 22
MA60041-,0,1,2,1,0,0,0,Autumn 21
BS20001-SCIENCE OF LIVING SYSTEM,45,375,177,47,14,5,1,Autumn 20
BS20001-SCIENCE OF LIVING SYSTEM,0,0,3,8,2,18,1,Autumn 18
BS20001-SCIENCE OF LIVING SYSTEM,1,1,6,12,16,7,0,Autumn 19
BS20001-SCIENCE OF LIVING SYSTEM,1,2,1,4,3,10,0,Spring 18
BS20001-SCIENCE OF LIVING SYSTEM,99,26,2,0,2,0,0,Spring 21
BS20001-SCIENCE OF LIVING SYSTEM,106,282,101,39,10,1,1,Spring 20
BS20001-SCIENCE OF LIVING SYSTEM,0,0,1,2,1,0,0,Spring 19
BS20001-SCIENCE OF LIVING SYSTEM,4,32,73,37,15,2,0,Autumn 21
AG47006-PROJECT - PART 2,14,17,5,0,1,0,0,Spring 22
AG47006-PROJECT - PART 2,0,1,1,0,0,0,0,Spring 20
AG60002-,0,0,0,0,0,3,1,Spring 22
AG60202-,3,2,7,12,0,6,1,Spring 22
ET60007-,2,8,12,5,2,1,0,Autumn 22
ET60007-,0,0,0,1,0,0,0,Autumn 19
ET60007-,24,22,6,0,0,0,0,Autumn 20
ET60007-,5,3,0,4,0,0,0,Autumn 21
ET60007-,0,0,1,0,0,0,0,Spring 21
ET60007-,0,0,0,0,0,0,1,Spring 20
EV20001-ENVIRONMENTAL SCIENCE,140,278,136,74,35,11,0,Autumn 20
EV20001-ENVIRONMENTAL SCIENCE,0,3,3,3,11,12,1,Autumn 18
EV20001-ENVIRONMENTAL SCIENCE,0,2,5,4,2,7,0,Spring 18
EV20001-ENVIRONMENTAL SCIENCE,88,27,10,1,2,0,0,Spring 21
EV20001-ENVIRONMENTAL SCIENCE,217,234,58,16,5,3,0,Spring 20
EV20001-ENVIRONMENTAL SCIENCE,8,5,6,13,6,4,1,Autumn 19
EV20001-ENVIRONMENTAL SCIENCE,1,0,1,2,0,0,0,Spring 19
EV20001-ENVIRONMENTAL SCIENCE,28,89,31,9,0,2,0,Autumn 21
MF41601-SOFT COMPUTING,0,2,0,0,0,0,0,Autumn 23
MF41601-SOFT COMPUTING,0,0,0,1,0,0,0,Spring 20
